reading_id,city,region,date,aqi,pm25,pm10
57,Delhi,North,2024-02-26,242.9,130.3,201.6
58,Delhi,North,2024-02-27,258.1,141.6,225.1
59,Delhi,North,2024-02-28,244.5,133.9,213.6
60,Delhi,North,2024-02-29,262.5,139.1,227.1
61,Delhi,North,2024-03-01,250.0,139.0,214.3
62,Delhi,North,2024-03-02,270.4,149.2,218.7
63,Delhi,North,2024-03-03,239.3,134.5,201.9
64,Delhi,North,2024-03-04,269.4,149.3,224.5
65,Delhi,North,2024-03-05,268.7,144.6,216.1
66,Delhi,North,2024-03-06,280.5,146.6,242.2
67,Delhi,North,2024-03-07,267.0,147.4,216.8
68,Delhi,North,2024-03-08,267.9,141.6,219.7
69,Delhi,North,2024-03-09,251.4,141.4,215.5
70,Delhi,North,2024-03-10,265.5,144.3,224.6
71,Delhi,North,2024-03-11,242.1,131.9,209.3
72,Delhi,North,2024-03-12,252.2,140.6,210.9
73,Delhi,North,2024-03-13,248.6,136.9,210.1
74,Delhi,North,2024-03-14,262.9,145.3,233.9
75,Delhi,North,2024-03-15,253.1,138.3,208.9
76,Delhi,North,2024-03-16,256.0,143.5,213.2
77,Delhi,North,2024-03-17,255.2,143.2,216.2
78,Delhi,North,2024-03-18,249.5,141.1,212.7
79,Delhi,North,2024-03-19,260.5,148.0,228.3
80,Delhi,North,2024-03-20,251.6,136.3,215.6
81,Delhi,North,2024-03-21,254.2,132.2,223.7
82,Delhi,North,2024-03-22,256.0,143.7,210.6
83,Delhi,North,2024-03-23,271.2,146.8,229.9
84,Delhi,North,2024-03-24,238.9,130.7,201.7
85,Delhi,North,2024-03-25,253.5,141.2,215.8
86,Delhi,North,2024-03-26,267.5,145.3,221.4
87,Delhi,North,2024-03-27,255.5,143.0,224.6
88,Delhi,North,2024-03-28,265.5,139.0,227.9
89,Delhi,North,2024-03-29,273.3,150.6,229.2
90,Delhi,North,2024-03-30,259.5,140.7,224.4
91,Delhi,North,2024-03-31,255.6,146.2,220.3
92,Delhi,North,2024-04-01,123.1,70.1,110.3
93,Delhi,North,2024-04-02,124.9,67.0,92.3
94,Delhi,North,2024-04-03,142.6,76.1,108.5
95,Delhi,North,2024-04-04,110.5,59.9,98.5
96,Delhi,North,2024-04-05,130.7,73.8,104.5
97,Delhi,North,2024-04-06,115.7,67.2,101.3
98,Delhi,North,2024-04-07,131.4,77.4,106.0
99,Delhi,North,2024-04-08,126.7,73.8,118.7
100,Delhi,North,2024-04-09,131.9,79.3,108.5
101,Delhi,North,2024-04-10,135.7,73.9,105.8
102,Delhi,North,2024-04-11,134.8,77.9,113.7
103,Delhi,North,2024-04-12,130.9,77.6,103.8
104,Delhi,North,2024-04-13,113.8,60.0,89.6
105,Delhi,North,2024-04-14,147.9,82.6,120.5
106,Delhi,North,2024-04-15,124.4,79.9,102.1
107,Delhi,North,2024-04-16,122.6,68.6,108.0
108,Delhi,North,2024-04-17,134.4,70.3,107.3
109,Delhi,North,2024-04-18,138.9,76.2,108.2
110,Delhi,North,2024-04-19,145.8,83.3,122.5
111,Delhi,North,2024-04-20,128.6,71.7,105.2
112,Delhi,North,2024-04-21,115.6,64.9,89.6
113,Delhi,North,2024-04-22,136.4,69.3,115.3
114,Delhi,North,2024-04-23,130.1,78.7,104.2
115,Delhi,North,2024-04-24,114.8,60.6,90.8
116,Delhi,North,2024-04-25,,,
117,Delhi,North,2024-04-26,151.7,80.5,144.8
118,Delhi,North,2024-04-27,155.5,84.7,118.4
119,Delhi,North,2024-04-28,130.8,72.2,97.4
120,Delhi,North,2024-04-29,132.6,72.1,108.0
121,Delhi,North,2024-04-30,139.3,80.6,115.5
122,Delhi,North,2024-05-01,134.5,71.4,109.6
123,Delhi,North,2024-05-02,132.7,75.1,109.4
124,Delhi,North,2024-05-03,105.2,60.2,79.8
125,Delhi,North,2024-05-04,133.2,80.4,113.1
126,Delhi,North,2024-05-05,117.5,58.8,106.9
127,Delhi,North,2024-05-06,131.5,74.5,117.3
128,Delhi,North,2024-05-07,131.2,70.9,105.8
129,Delhi,North,2024-05-08,94.8,46.1,80.2
130,Delhi,North,2024-05-09,129.6,72.9,109.4
131,Delhi,North,2024-05-10,133.7,76.7,108.3
132,Delhi,North,2024-05-11,128.3,64.1,114.9
133,Delhi,North,2024-05-12,132.2,74.7,121.6
134,Delhi,North,2024-05-13,144.7,79.3,127.7
135,Delhi,North,2024-05-14,114.6,64.8,98.2
136,Delhi,North,2024-05-15,112.3,67.1,91.2
137,Delhi,North,2024-05-16,139.9,75.3,124.9
138,Delhi,North,2024-05-17,147.5,77.8,116.2
139,Delhi,North,2024-05-18,130.2,75.0,108.4
140,Delhi,North,2024-05-19,124.4,70.4,89.2
141,Delhi,North,2024-05-20,123.8,62.6,107.0
142,Delhi,North,2024-05-21,122.9,63.1,102.3
143,Delhi,North,2024-05-22,114.1,62.7,92.9
144,Delhi,North,2024-05-23,127.2,67.1,113.6
145,Delhi,North,2024-05-24,130.4,73.8,113.7
146,Delhi,North,2024-05-25,122.1,69.4,105.9
147,Delhi,North,2024-05-26,,,
148,Delhi,North,2024-05-27,141.2,86.4,115.0
149,Delhi,North,2024-05-28,138.2,74.5,122.2
150,Delhi,North,2024-05-29,137.0,79.6,99.7
151,Delhi,North,2024-05-30,124.5,64.5,105.2
152,Delhi,North,2024-05-31,123.1,65.1,108.7
153,Delhi,North,2024-06-01,108.1,48.2,90.0
154,Delhi,North,2024-06-02,,,
155,Delhi,North,2024-06-03,69.0,34.2,63.0
156,Delhi,North,2024-06-04,98.2,54.4,78.5
157,Delhi,North,2024-06-05,86.4,46.6,76.7
158,Delhi,North,2024-06-06,86.7,45.2,74.8
159,Delhi,North,2024-06-07,71.1,42.4,67.5
160,Delhi,North,2024-06-08,71.1,40.8,54.5
161,Delhi,North,2024-06-09,98.1,57.6,82.0
162,Delhi,North,2024-06-10,97.2,51.7,78.8
163,Delhi,North,2024-06-11,78.4,42.6,64.7
164,Delhi,North,2024-06-12,87.1,45.4,78.6
165,Delhi,North,2024-06-13,,,
166,Delhi,North,2024-06-14,93.9,56.2,78.8
167,Delhi,North,2024-06-15,69.8,39.5,68.5
168,Delhi,North,2024-06-16,62.7,36.4,51.4
169,Delhi,North,2024-06-17,75.0,43.2,56.0
170,Delhi,North,2024-06-18,88.8,54.1,76.5
171,Delhi,North,2024-06-19,74.7,34.0,55.8
172,Delhi,North,2024-06-20,63.2,41.2,52.2
173,Delhi,North,2024-06-21,72.7,34.8,55.4
174,Delhi,North,2024-06-22,81.2,39.5,79.1
175,Delhi,North,2024-06-23,76.3,38.8,66.7
176,Delhi,North,2024-06-24,102.7,61.8,84.4
177,Delhi,North,2024-06-25,88.3,49.2,78.2
178,Delhi,North,2024-06-26,88.3,44.8,67.5
179,Delhi,North,2024-06-27,87.4,43.3,82.5
180,Delhi,North,2024-06-28,85.7,43.0,70.9
181,Delhi,North,2024-06-29,79.2,43.0,73.0
182,Delhi,North,2024-06-30,67.9,29.9,59.7
183,Delhi,North,2024-07-01,83.1,46.4,73.3
184,Delhi,North,2024-07-02,83.1,48.9,65.3
185,Delhi,North,2024-07-03,86.0,44.0,66.3
186,Delhi,North,2024-07-04,92.6,53.2,67.1
187,Delhi,North,2024-07-05,71.8,40.7,67.5
188,Delhi,North,2024-07-06,77.3,41.8,57.2
189,Delhi,North,2024-07-07,115.4,65.4,103.5
190,Delhi,North,2024-07-08,93.1,54.9,82.8
191,Delhi,North,2024-07-09,81.2,47.6,69.5
192,Delhi,North,2024-07-10,100.8,52.5,82.4
193,Delhi,North,2024-07-11,93.2,56.4,80.1
194,Delhi,North,2024-07-12,76.7,41.7,62.2
195,Delhi,North,2024-07-13,108.0,63.0,99.4
196,Delhi,North,2024-07-14,88.9,46.7,82.6
197,Delhi,North,2024-07-15,105.1,60.1,89.2
198,Delhi,North,2024-07-16,98.2,52.5,88.1
199,Delhi,North,2024-07-17,76.7,38.3,68.6
200,Delhi,North,2024-07-18,89.3,56.7,74.2
201,Delhi,North,2024-07-19,85.5,42.5,61.5
202,Delhi,North,2024-07-20,63.9,37.0,47.3
203,Delhi,North,2024-07-21,98.8,60.0,82.3
204,Delhi,North,2024-07-22,105.2,58.8,96.2
205,Delhi,North,2024-07-23,82.5,49.2,64.5
206,Delhi,North,2024-07-24,92.7,49.1,78.0
207,Delhi,North,2024-07-25,92.8,51.7,78.4
208,Delhi,North,2024-07-26,94.0,54.9,71.6
209,Delhi,North,2024-07-27,92.0,53.3,73.7
210,Delhi,North,2024-07-28,89.9,44.1,85.1
211,Delhi,North,2024-07-29,82.4,45.0,77.2
212,Delhi,North,2024-07-30,83.5,48.3,64.7
213,Delhi,North,2024-07-31,78.4,37.6,65.4
214,Delhi,North,2024-08-01,,,
215,Delhi,North,2024-08-02,72.9,36.6,59.2
216,Delhi,North,2024-08-03,92.1,52.1,78.2
217,Delhi,North,2024-08-04,92.7,50.4,78.7
218,Delhi,North,2024-08-05,100.9,53.1,86.9
219,Delhi,North,2024-08-06,104.6,57.9,93.1
220,Delhi,North,2024-08-07,78.0,50.7,52.8
221,Delhi,North,2024-08-08,71.6,35.2,70.6
222,Delhi,North,2024-08-09,89.5,48.2,68.4
223,Delhi,North,2024-08-10,89.6,49.7,72.0
224,Delhi,North,2024-08-11,67.4,32.7,58.6
225,Delhi,North,2024-08-12,89.0,49.2,74.7
226,Delhi,North,2024-08-13,64.0,35.4,48.2
227,Delhi,North,2024-08-14,85.8,49.1,68.9
228,Delhi,North,2024-08-15,73.0,44.1,64.2
229,Delhi,North,2024-08-16,77.6,30.7,65.7
230,Delhi,North,2024-08-17,92.8,55.5,74.8
231,Delhi,North,2024-08-18,77.5,40.9,70.9
232,Delhi,North,2024-08-19,,,
233,Delhi,North,2024-08-20,88.5,42.5,77.5
234,Delhi,North,2024-08-21,79.3,42.7,70.6
235,Delhi,North,2024-08-22,99.0,47.7,90.2
236,Delhi,North,2024-08-23,91.9,49.4,86.5
237,Delhi,North,2024-08-24,87.5,53.3,70.8
238,Delhi,North,2024-08-25,74.8,46.0,76.6
239,Delhi,North,2024-08-26,92.9,54.7,76.1
240,Delhi,North,2024-08-27,69.3,37.2,67.9
241,Delhi,North,2024-08-28,62.9,32.6,42.0
242,Delhi,North,2024-08-29,86.5,51.1,66.1
243,Delhi,North,2024-08-30,80.3,49.5,67.7
244,Delhi,North,2024-08-31,70.4,33.5,47.8
245,Delhi,North,2024-09-01,94.5,49.0,86.6
246,Delhi,North,2024-09-02,95.7,50.0,78.2
247,Delhi,North,2024-09-03,94.6,52.6,82.0
248,Delhi,North,2024-09-04,65.5,39.6,50.4
249,Delhi,North,2024-09-05,58.0,29.4,51.8
250,Delhi,North,2024-09-06,110.4,59.2,85.9
251,Delhi,North,2024-09-07,110.7,61.5,92.5
252,Delhi,North,2024-09-08,72.3,35.7,70.3
253,Delhi,North,2024-09-09,82.0,42.9,66.6
254,Delhi,North,2024-09-10,104.1,54.9,92.3
255,Delhi,North,2024-09-11,88.4,49.6,69.9
256,Delhi,North,2024-09-12,93.2,57.7,78.9
257,Delhi,North,2024-09-13,74.2,35.6,64.2
258,Delhi,North,2024-09-14,82.0,44.7,69.8
259,Delhi,North,2024-09-15,67.5,40.3,58.8
260,Delhi,North,2024-09-16,84.4,47.3,77.3
261,Delhi,North,2024-09-17,85.9,43.8,80.0
262,Delhi,North,2024-09-18,80.1,41.2,58.7
263,Delhi,North,2024-09-19,85.3,42.7,69.4
264,Delhi,North,2024-09-20,90.6,50.0,83.1
265,Delhi,North,2024-09-21,88.9,47.3,73.6
266,Delhi,North,2024-09-22,79.2,46.1,67.4
267,Delhi,North,2024-09-23,80.3,47.5,68.8
268,Delhi,North,2024-09-24,79.7,37.8,70.4
269,Delhi,North,2024-09-25,88.1,48.7,72.3
270,Delhi,North,2024-09-26,75.2,40.5,65.3
271,Delhi,North,2024-09-27,83.7,45.5,68.3
272,Delhi,North,2024-09-28,89.3,50.0,71.4
273,Delhi,North,2024-09-29,94.4,55.1,85.1
274,Delhi,North,2024-09-30,83.7,45.3,64.2
275,Delhi,North,2024-10-01,264.8,137.1,222.7
276,Delhi,North,2024-10-02,251.7,141.9,213.9
277,Delhi,North,2024-10-03,244.2,128.6,203.2
278,Delhi,North,2024-10-04,257.0,141.6,217.3
279,Delhi,North,2024-10-05,247.5,135.3,216.4
280,Delhi,North,2024-10-06,242.5,133.5,215.8
281,Delhi,North,2024-10-07,262.4,142.5,227.0
282,Delhi,North,2024-10-08,246.7,135.7,219.0
283,Delhi,North,2024-10-09,278.5,146.3,240.9
284,Delhi,North,2024-10-10,279.1,151.3,238.8
285,Delhi,North,2024-10-11,273.8,148.6,235.4
286,Delhi,North,2024-10-12,255.0,132.5,218.8
287,Delhi,North,2024-10-13,253.5,143.1,228.0
288,Delhi,North,2024-10-14,264.0,143.7,227.1
289,Delhi,North,2024-10-15,258.2,146.1,210.8
290,Delhi,North,2024-10-16,241.8,124.8,209.2
291,Delhi,North,2024-10-17,255.5,138.0,212.8
292,Delhi,North,2024-10-18,248.9,133.2,209.6
293,Delhi,North,2024-10-19,249.8,142.9,214.3
294,Delhi,North,2024-10-20,245.9,132.9,216.2
295,Delhi,North,2024-10-21,261.2,144.8,226.3
296,Delhi,North,2024-10-22,274.8,146.3,229.1
297,Delhi,North,2024-10-23,234.9,131.2,197.4
298,Delhi,North,2024-10-24,247.7,133.2,214.7
299,Delhi,North,2024-10-25,254.0,137.6,223.4
300,Delhi,North,2024-10-26,243.2,128.7,222.3
301,Delhi,North,2024-10-27,251.3,136.0,209.2
302,Delhi,North,2024-10-28,254.1,142.9,220.5
303,Delhi,North,2024-10-29,262.3,143.2,214.0
304,Delhi,North,2024-10-30,259.1,148.6,226.7
305,Delhi,North,2024-10-31,253.7,142.7,213.3
306,Delhi,North,2024-11-01,400.8,215.5,338.8
307,Delhi,North,2024-11-02,403.2,221.1,347.3
308,Delhi,North,2024-11-03,424.1,238.5,358.7
309,Delhi,North,2024-11-04,392.7,213.4,327.9
310,Delhi,North,2024-11-05,,,
311,Delhi,North,2024-11-06,358.8,198.0,304.2
312,Delhi,North,2024-11-07,347.6,198.1,301.7
313,Delhi,North,2024-11-08,345.6,186.5,290.2
314,Delhi,North,2024-11-09,,,
315,Delhi,North,2024-11-10,369.3,207.5,320.5
316,Delhi,North,2024-11-11,365.3,202.7,309.8
317,Delhi,North,2024-11-12,335.6,184.1,296.1
318,Delhi,North,2024-11-13,350.0,190.0,303.6
319,Delhi,North,2024-11-14,357.5,194.7,313.2
320,Delhi,North,2024-11-15,364.0,203.2,306.0
321,Delhi,North,2024-11-16,362.5,200.9,312.8
322,Delhi,North,2024-11-17,370.3,208.2,315.8
323,Delhi,North,2024-11-18,364.8,196.1,313.9
324,Delhi,North,2024-11-19,364.7,199.0,305.4
325,Delhi,North,2024-11-20,355.8,190.8,304.5
326,Delhi,North,2024-11-21,360.0,194.2,306.3
327,Delhi,North,2024-11-22,369.3,207.4,320.0
328,Delhi,North,2024-11-23,354.7,193.7,299.1
329,Delhi,North,2024-11-24,363.6,209.4,317.5
330,Delhi,North,2024-11-25,375.5,211.9,309.5
331,Delhi,North,2024-11-26,354.1,193.0,308.5
332,Delhi,North,2024-11-27,376.8,204.6,320.5
333,Delhi,North,2024-11-28,363.2,197.8,304.9
334,Delhi,North,2024-11-29,348.4,195.2,290.7
335,Delhi,North,2024-11-30,370.1,203.9,319.1
336,Delhi,North,2024-12-01,375.0,203.6,313.8
337,Delhi,North,2024-12-02,361.6,194.8,303.0
338,Delhi,North,2024-12-03,355.1,195.9,294.4
339,Delhi,North,2024-12-04,351.9,195.9,307.2
340,Delhi,North,2024-12-05,333.0,188.4,288.3
341,Delhi,North,2024-12-06,343.5,183.1,294.5
342,Delhi,North,2024-12-07,351.5,193.9,303.9
343,Delhi,North,2024-12-08,352.0,194.2,302.0
344,Delhi,North,2024-12-09,367.1,208.9,322.2
345,Delhi,North,2024-12-10,359.4,196.7,319.7
346,Delhi,North,2024-12-11,364.2,202.0,303.0
347,Delhi,North,2024-12-12,365.8,198.1,308.2
348,Delhi,North,2024-12-13,340.6,185.3,289.9
349,Delhi,North,2024-12-14,338.6,182.7,287.3
350,Delhi,North,2024-12-15,341.4,182.8,285.2
351,Delhi,North,2024-12-16,339.7,189.3,282.8
352,Delhi,North,2024-12-17,365.7,204.8,303.7
353,Delhi,North,2024-12-18,357.0,194.4,296.7
354,Delhi,North,2024-12-19,352.5,192.9,303.9
355,Delhi,North,2024-12-20,368.8,198.5,311.1
356,Delhi,North,2024-12-21,362.8,204.2,293.8
357,Delhi,North,2024-12-22,371.8,203.8,325.2
358,Delhi,North,2024-12-23,351.4,190.0,299.0
359,Delhi,North,2024-12-24,370.5,203.9,300.8
360,Delhi,North,2024-12-25,364.7,194.2,304.1
361,Delhi,North,2024-12-26,342.6,181.1,283.7
362,Delhi,North,2024-12-27,344.7,187.1,292.7
363,Delhi,North,2024-12-28,352.5,188.0,298.5
364,Delhi,North,2024-12-29,368.2,206.3,313.8
365,Delhi,North,2024-12-30,363.9,203.7,317.5
366,Delhi,North,2024-12-31,376.9,206.0,318.7
367,Delhi,North,2025-01-01,374.2,212.1,327.3
368,Delhi,North,2025-01-02,328.4,179.7,259.6
369,Delhi,North,2025-01-03,365.3,201.1,310.8
370,Delhi,North,2025-01-04,354.8,200.4,299.8
371,Delhi,North,2025-01-05,368.9,205.1,315.7
372,Delhi,North,2025-01-06,362.1,199.6,301.2
373,Delhi,North,2025-01-07,365.1,203.7,309.5
374,Delhi,North,2025-01-08,365.3,204.5,302.8
375,Delhi,North,2025-01-09,354.8,193.4,296.1
376,Delhi,North,2025-01-10,360.4,194.8,303.7
377,Delhi,North,2025-01-11,359.4,199.1,307.4
378,Delhi,North,2025-01-12,383.3,208.8,327.3
379,Delhi,North,2025-01-13,342.0,190.0,297.6
380,Delhi,North,2025-01-14,371.1,201.6,313.8
381,Delhi,North,2025-01-15,371.6,204.0,321.6
382,Delhi,North,2025-01-16,344.8,195.2,299.2
383,Delhi,North,2025-01-17,362.1,196.0,306.8
384,Delhi,North,2025-01-18,358.3,198.1,303.9
385,Delhi,North,2025-01-19,353.9,195.4,309.2
386,Delhi,North,2025-01-20,332.4,177.3,273.3
387,Delhi,North,2025-01-21,348.3,184.6,299.4
388,Delhi,North,2025-01-22,357.6,195.7,299.9
389,Delhi,North,2025-01-23,358.4,197.8,306.6
390,Delhi,North,2025-01-24,347.8,193.9,286.8
391,Delhi,North,2025-01-25,371.5,192.0,312.2
392,Delhi,North,2025-01-26,342.1,191.3,281.9
393,Delhi,North,2025-01-27,378.4,201.9,333.8
394,Delhi,North,2025-01-28,361.9,199.2,310.2
395,Delhi,North,2025-01-29,382.8,214.1,312.0
396,Delhi,North,2025-01-30,370.8,204.9,305.5
397,Delhi,North,2025-01-31,365.6,196.2,311.8
398,Delhi,North,2025-02-01,258.5,139.6,223.6
399,Delhi,North,2025-02-02,243.5,134.7,203.7
400,Delhi,North,2025-02-03,253.6,147.2,216.2
401,Delhi,North,2025-02-04,242.7,133.0,201.7
402,Delhi,North,2025-02-05,256.1,141.5,218.2
403,Delhi,North,2025-02-06,256.8,139.1,221.0
404,Delhi,North,2025-02-07,268.4,145.1,227.8
405,Delhi,North,2025-02-08,256.5,146.1,224.5
406,Delhi,North,2025-02-09,247.0,136.1,201.0
407,Delhi,North,2025-02-10,244.2,134.4,211.3
408,Delhi,North,2025-02-11,267.2,145.7,219.0
409,Delhi,North,2025-02-12,260.5,142.6,224.0
410,Delhi,North,2025-02-13,257.7,144.6,223.0
411,Delhi,North,2025-02-14,265.9,144.4,232.0
412,Delhi,North,2025-02-15,249.7,137.7,223.4
413,Delhi,North,2025-02-16,260.0,138.3,229.9
414,Delhi,North,2025-02-17,267.8,151.9,228.8
415,Delhi,North,2025-02-18,259.9,142.0,216.7
416,Delhi,North,2025-02-19,274.1,149.3,230.1
417,Delhi,North,2025-02-20,250.4,145.2,218.1
418,Delhi,North,2025-02-21,251.3,138.0,216.7
419,Delhi,North,2025-02-22,266.3,140.0,231.8
420,Delhi,North,2025-02-23,253.1,136.5,212.8
421,Delhi,North,2025-02-24,265.3,152.9,226.4
422,Delhi,North,2025-02-25,262.4,141.1,226.0
423,Delhi,North,2025-02-26,265.6,140.1,222.7
424,Delhi,North,2025-02-27,265.2,138.8,223.2
425,Delhi,North,2025-02-28,263.0,137.9,221.2
426,Delhi,North,2025-03-01,256.4,144.6,210.3
427,Delhi,North,2025-03-02,269.1,149.2,235.9
428,Delhi,North,2025-03-03,269.7,149.7,232.2
429,Delhi,North,2025-03-04,234.9,123.8,193.6
430,Delhi,North,2025-03-05,251.6,142.1,203.2
431,Delhi,North,2025-03-06,251.9,133.3,204.8
432,Delhi,North,2025-03-07,273.5,150.8,242.3
433,Delhi,North,2025-03-08,270.0,144.8,218.4
434,Delhi,North,2025-03-09,280.6,152.7,231.6
435,Delhi,North,2025-03-10,264.0,145.7,220.4
436,Delhi,North,2025-03-11,251.6,139.0,214.3
437,Delhi,North,2025-03-12,264.8,144.2,223.0
438,Delhi,North,2025-03-13,263.0,145.9,230.1
439,Delhi,North,2025-03-14,252.8,138.6,207.9
440,Delhi,North,2025-03-15,273.7,145.0,233.9
441,Delhi,North,2025-03-16,245.0,136.1,212.7
442,Delhi,North,2025-03-17,236.1,129.0,190.1
443,Delhi,North,2025-03-18,272.6,148.2,222.3
444,Delhi,North,2025-03-19,247.3,141.3,219.1
445,Delhi,North,2025-03-20,271.0,145.9,229.4
446,Delhi,North,2025-03-21,275.4,148.5,232.1
447,Delhi,North,2025-03-22,244.3,129.7,214.9
448,Delhi,North,2025-03-23,263.3,146.6,227.3
449,Delhi,North,2025-03-24,268.0,153.4,227.8
450,Delhi,North,2025-03-25,251.7,134.3,220.4
451,Delhi,North,2025-03-26,249.6,131.3,210.5
452,Delhi,North,2025-03-27,256.0,144.1,223.6
453,Delhi,North,2025-03-28,247.0,132.6,208.0
454,Delhi,North,2025-03-29,241.2,132.2,207.8
455,Delhi,North,2025-03-30,256.3,134.5,210.7
456,Delhi,North,2025-03-31,271.2,145.1,235.0
457,Delhi,North,2025-04-01,139.3,75.3,112.4
458,Delhi,North,2025-04-02,134.3,70.3,113.1
459,Delhi,North,2025-04-03,133.0,70.3,111.7
460,Delhi,North,2025-04-04,128.0,65.5,107.7
461,Delhi,North,2025-04-05,124.1,61.0,103.5
462,Delhi,North,2025-04-06,128.4,68.2,96.8
463,Delhi,North,2025-04-07,141.1,80.3,123.8
464,Delhi,North,2025-04-08,135.6,69.6,116.0
465,Delhi,North,2025-04-09,120.6,75.1,99.4
466,Delhi,North,2025-04-10,139.8,70.7,111.8
467,Delhi,North,2025-04-11,125.3,71.7,109.8
468,Delhi,North,2025-04-12,135.2,66.9,121.7
469,Delhi,North,2025-04-13,120.6,72.8,113.7
470,Delhi,North,2025-04-14,141.7,81.9,112.9
471,Delhi,North,2025-04-15,162.7,90.4,144.3
472,Delhi,North,2025-04-16,121.5,66.6,96.2
473,Delhi,North,2025-04-17,128.9,71.0,111.1
474,Delhi,North,2025-04-18,148.5,83.6,127.7
475,Delhi,North,2025-04-19,132.2,80.8,108.9
476,Delhi,North,2025-04-20,146.0,72.5,118.8
477,Delhi,North,2025-04-21,136.7,74.5,134.2
478,Delhi,North,2025-04-22,162.7,83.4,131.9
479,Delhi,North,2025-04-23,130.0,78.5,117.3
480,Delhi,North,2025-04-24,135.7,69.0,110.3
481,Delhi,North,2025-04-25,99.5,48.6,87.1
482,Delhi,North,2025-04-26,141.3,72.5,120.8
483,Delhi,North,2025-04-27,151.3,83.9,126.8
484,Delhi,North,2025-04-28,139.1,78.6,118.7
485,Delhi,North,2025-04-29,125.4,67.3,107.2
486,Delhi,North,2025-04-30,125.2,74.2,111.8
487,Delhi,North,2025-05-01,144.9,87.8,132.7
488,Delhi,North,2025-05-02,148.8,83.3,125.4
489,Delhi,North,2025-05-03,159.4,85.0,131.8
490,Delhi,North,2025-05-04,121.4,67.6,105.7
491,Delhi,North,2025-05-05,144.2,78.4,112.2
492,Delhi,North,2025-05-06,135.6,78.5,115.5
493,Delhi,North,2025-05-07,130.2,73.9,119.3
494,Delhi,North,2025-05-08,131.0,66.4,108.0
495,Delhi,North,2025-05-09,129.8,64.2,115.0
496,Delhi,North,2025-05-10,122.6,69.5,105.4
497,Delhi,North,2025-05-11,128.0,76.9,105.4
498,Delhi,North,2025-05-12,123.7,69.2,110.2
499,Delhi,North,2025-05-13,131.7,68.5,116.1
500,Delhi,North,2025-05-14,139.0,84.8,116.8
501,Delhi,North,2025-05-15,,,
502,Delhi,North,2025-05-16,132.7,76.4,106.7
